id,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd
995,1,1,389037,199912,1
996,6,3,474272,4002,46
997,3,0,170461,31507,19
998,1,0,220987,102361,26
999,2,2,56122,139999,83
1000,2,2,177462,195383,18
1001,1,0,344965,382924,54
1002,6,0,398027,282684,62
1003,0,1,98775,282842,84
1004,8,2,426034,22709,42
1005,4,0,203726,373650,83
1006,3,0,120799,399096,4
1007,2,1,33728,13725,19
1008,2,3,7214,64023,75
1009,2,1,75262,116166,60
1010,0,0,480932,123413,61
1011,1,2,73843,137368,73
1012,6,3,139041,341387,62
1013,2,1,14613,235253,21
1014,5,3,289991,4458,37
1015,3,3,10934,108363,11
1016,9,1,140699,286949,73
1017,4,2,418702,359645,60
1018,7,0,227929,299373,47
1019,1,0,263026,362853,16
1020,9,2,488565,371138,51
1021,4,3,94949,334333,45
1022,1,2,499018,186055,55
1023,8,3,52999,382274,28
1024,1,1,10233,223406,89
1025,0,3,17779,4302,72
1026,3,0,331964,160153,50
1027,6,0,374088,326861,75
1028,1,3,221221,341676,25
1029,9,0,46964,242008,74
1030,8,2,209609,202725,28
1031,0,3,321814,325386,58
1032,0,2,22022,277232,7
1033,7,0,375890,294020,24
1034,4,2,275047,111106,83
1035,8,3,122317,320416,20
1036,7,2,53581,195271,3
1037,5,2,147171,15537,35
1038,3,0,295935,92450,42
1039,5,0,193344,348572,82
1040,1,3,206368,190733,25
1041,4,3,465310,45394,35
1042,9,0,168467,385179,88
1043,2,1,149303,146896,22
1044,2,0,15863,87315,40
1045,0,1,29201,90622,74
1046,7,2,335640,94173,43
1047,9,3,105531,185009,49
1048,2,2,493054,164141,83
1049,0,2,50697,357428,8
1050,3,0,331331,78636,87
1051,0,3,120640,177315,46
1052,0,1,145799,378731,40
1053,0,0,38260,69226,12
1054,1,0,383448,380357,57
1055,0,2,176720,114686,65
1056,5,1,24374,301068,80
1057,6,0,106702,82937,57
1058,0,3,15636,195402,65
1059,9,1,446929,86764,32
1060,0,0,156039,145293,68
1061,9,2,128669,361366,77
1062,8,0,18979,344930,26
1063,8,1,495678,212015,49
1064,0,2,207673,39539,58
1065,7,0,358385,240517,77
1066,2,1,492291,297453,78
1067,6,1,414073,248228,26
1068,0,2,203989,14789,58
1069,6,2,329242,104422,55
1070,0,3,293117,308318,71
1071,2,3,426338,270679,84
1072,6,0,7499,267206,33
1073,0,3,402495,382834,48
1074,8,3,393183,40869,87
1075,4,2,37653,29536,16
1076,1,0,110151,118648,69
1077,3,1,266604,16436,37
1078,7,2,233950,44283,82
1079,3,1,263628,129862,0
1080,9,3,388315,164737,37
1081,4,3,34589,248448,25
1082,1,3,263669,298327,68
1083,4,1,215815,110073,67
1084,6,0,179457,110036,24
1085,8,2,326712,386948,57
1086,7,3,304618,207370,44
1087,9,3,408491,365645,21
1088,5,0,383308,331034,47
1089,8,2,300136,253290,12
1090,6,0,15232,126204,86
1091,2,0,143071,264100,24
1092,0,3,261929,304362,9
1093,4,3,55468,119708,17
1094,8,0,8544,332298,54
1095,7,1,151684,79769,26
1096,5,3,411578,349679,55
1097,7,2,262316,291101,55
1098,7,3,347168,21938,48
1099,2,1,92893,42839,25
1100,5,1,40564,57705,1
1101,6,0,176268,209071,73
1102,1,0,236047,80499,59
1103,6,1,56965,325114,83
1104,9,2,372412,200601,37
1105,5,0,68592,391228,2
1106,1,1,9462,380925,73
1107,1,2,331972,337106,82
1108,5,2,399048,323385,80
1109,2,1,34779,87405,52
1110,5,1,485966,252272,43
1111,8,2,243591,360987,22
1112,9,2,296884,347652,27
1113,0,1,235786,203557,31
1114,2,1,497732,248836,75
1115,1,3,322929,93292,19
1116,2,2,82815,207546,5
1117,1,0,420793,67069,2
1118,2,3,50871,377438,2
1119,3,3,203856,36463,22
1120,6,2,341046,228186,72
1121,1,2,97301,351289,32
1122,1,3,204954,77651,35
1123,1,2,381794,204759,63
1124,5,2,400453,10306,11
1125,7,0,192525,25285,61
1126,3,1,154092,162002,25
1127,9,3,472801,379508,36
1128,2,2,48788,327065,47
1129,8,1,347884,220564,73
1130,0,1,209589,11115,43
1131,9,1,235944,147521,10
1132,1,2,334331,215462,82
1133,6,3,131048,22056,68
1134,2,3,362416,211074,23
1135,8,2,384208,330577,18
1136,0,2,459350,164685,69
1137,8,3,147276,144498,55
1138,5,3,176508,350414,48
1139,0,3,324004,142353,82
1140,8,0,104700,60627,56
1141,8,1,401798,358973,10
1142,9,0,106126,351555,62
1143,4,0,130022,262797,80
1144,6,2,413245,371885,16
1145,2,1,433513,319808,14
1146,7,1,162706,392229,69
1147,2,3,407985,53257,61
1148,9,2,10586,354561,31
1149,6,2,20108,59165,39
1150,3,3,200030,368002,10
1151,4,3,464182,78495,12
1152,6,0,352649,27209,80
1153,1,3,25816,11814,27
1154,3,3,247038,282336,81
1155,6,2,161766,148565,27
1156,2,0,110918,355500,47
1157,3,1,332226,197243,54
1158,9,0,41893,74671,15
1159,7,2,423689,137913,35
1160,2,1,151519,97639,39
1161,8,0,128721,198060,19
1162,4,3,162915,324011,1
1163,1,0,93191,58074,76
1164,7,1,426034,99308,1
1165,9,0,498407,164976,68
1166,7,0,193640,304896,69
1167,0,0,237721,20896,49
1168,8,3,447775,146573,47
1169,1,2,224812,47727,23
1170,3,2,23589,272999,80
1171,5,2,67148,204840,8
1172,8,0,299714,189830,39
1173,0,1,240926,320264,39
1174,8,0,213925,12702,1
1175,7,0,330827,245863,72
1176,6,2,55344,156844,5
1177,1,2,442042,111161,18
1178,6,3,318687,370235,18
1179,1,0,134602,371165,32
1180,8,3,268566,162943,60
1181,3,3,345151,399012,29
1182,1,3,447093,198330,61
1183,4,2,257415,60419,12
1184,8,3,216904,319523,17
1185,3,0,417873,222277,1
1186,4,3,198132,208846,2
1187,7,2,330849,62553,5
1188,2,0,265022,79664,27
1189,5,0,36819,338019,76
1190,0,1,312520,392070,83
1191,2,2,359305,317131,31
1192,7,1,482178,385932,59
1193,9,2,119186,34976,30
1194,9,2,369107,248842,60
1195,5,2,360419,312545,8
1196,9,1,387560,197561,66
1197,3,3,358449,47718,53
1198,7,2,351882,353193,78
1199,2,0,166576,197311,67
1200,1,0,47288,181470,16
1201,9,2,261594,49847,58
1202,7,2,402393,318078,30
1203,3,2,170156,48928,74
1204,8,3,413923,162070,60
1205,2,2,476262,225604,39
1206,8,3,241294,111719,2
1207,9,3,79789,266885,49
1208,5,2,462276,273323,0
1209,4,2,54746,43332,7
1210,1,3,413780,135379,61
1211,5,1,362286,7777,63
1212,3,3,424867,54034,40
1213,4,0,156736,310621,16
1214,5,2,444425,6018,71
1215,6,1,183245,176072,42
1216,3,1,233046,54311,89
1217,7,2,349731,333805,1
1218,4,1,320940,336711,46
1219,6,0,152672,249606,59
1220,5,2,11007,51379,48
1221,4,3,108007,264675,14
1222,6,2,129152,138814,49
1223,3,0,443966,116074,45
1224,6,1,60908,266824,75
1225,2,2,376427,358222,1
1226,7,0,422757,276675,84
1227,9,3,84852,252089,28
1228,3,0,345439,73811,28
1229,3,2,440537,98788,79
1230,0,0,369928,283325,60
1231,7,3,476042,302203,65
1232,4,2,347598,235553,43
1233,8,1,336872,16603,3
1234,2,2,62940,183328,38
1235,4,3,320277,91182,59
1236,3,3,499318,324843,48
1237,6,2,42551,47437,4
1238,9,3,266924,281035,65
1239,4,0,484874,180985,44
1240,1,0,434562,383304,59
1241,5,1,386616,102056,7
1242,3,2,165356,150359,49
1243,5,1,43327,349056,35
1244,0,0,318048,58772,69
1245,0,1,333379,87157,40
1246,3,3,352381,295666,9
1247,6,2,169192,305760,35
1248,6,2,388997,162203,67
1249,0,2,315540,265445,13
1250,4,0,455430,186095,75
1251,5,3,314428,308515,16
1252,4,0,80569,338193,20
1253,6,3,68456,121463,76
1254,5,3,406884,201442,53
1255,4,2,375066,174222,12
1256,4,0,25474,397900,47
1257,8,1,413756,316742,44
1258,2,1,93054,158737,8
1259,8,2,495376,131936,54
1260,1,0,104373,54638,49
1261,9,3,71397,211015,19
1262,6,2,136157,126918,39
1263,5,1,437874,231857,0
1264,7,1,33035,312069,76
1265,8,3,349006,179353,85
1266,5,0,216836,107210,76
1267,1,1,302553,69396,63
1268,9,0,66617,257478,34
1269,3,0,309965,226837,64
1270,2,1,376804,367125,52
1271,2,1,76556,338120,60
1272,4,2,164429,130801,4
1273,9,0,282665,125146,68
1274,0,2,456809,348286,88
1275,8,0,19528,44526,59
1276,3,1,272409,136481,89
1277,6,0,471173,34627,18
1278,6,2,216738,241916,75
1279,6,0,192913,378832,56
1280,4,1,380270,167042,7
1281,3,2,323081,206193,73
1282,3,0,17754,135215,17
1283,4,0,387938,34416,10
1284,5,0,306500,57970,61
1285,9,0,243453,295549,29
1286,6,3,92445,28495,4
1287,4,0,74513,363033,87
1288,8,1,427776,7721,76
1289,8,1,293858,26534,55
1290,0,2,327955,311001,35
1291,4,0,308166,346329,26
1292,1,3,17302,14427,31
1293,3,3,39545,259319,13
1294,6,1,467782,285291,40
1295,9,3,49022,355283,65
1296,5,1,266824,328302,3
1297,6,0,293616,302750,10
1298,2,2,149599,172533,47
1299,4,0,117389,19123,36
1300,5,3,97892,307260,12
1301,5,2,36013,13065,72
1302,5,2,382647,246908,41
1303,8,1,113046,134758,26
1304,5,2,463055,313227,65
1305,1,1,197028,363471,46
1306,8,3,281737,133414,75
1307,3,1,461522,230673,11
1308,6,0,306768,106097,66
1309,5,3,224023,163928,25
1310,8,0,147777,333751,78
1311,9,3,491999,208422,26
1312,2,2,23593,291904,34
1313,7,3,204677,203828,12
1314,4,0,406834,340838,55
1315,5,3,488351,158814,68
1316,2,0,51320,345292,42
1317,2,2,239469,372101,80
1318,6,0,272365,172998,82
1319,5,1,301216,357474,83
1320,1,3,213296,264878,58
1321,9,0,15868,207877,86
1322,7,0,413096,242681,11
1323,4,0,488069,59405,28
1324,6,1,287922,285667,4
1325,2,2,182168,111316,48
1326,9,1,466830,41183,63
1327,4,2,470850,84304,42
1328,2,1,488875,57861,65
1329,2,0,387952,325726,5
1330,0,1,289050,40879,84
1331,2,3,113814,212403,14
1332,6,2,146381,281649,17
1333,8,0,421952,296494,48
1334,0,2,318571,111502,46
1335,3,0,290764,190919,1
1336,9,0,380020,151852,4
1337,6,3,414796,336209,36
1338,5,1,309641,213692,5
1339,3,3,473074,76742,41
1340,2,2,241689,190363,50
1341,5,1,352295,224054,82
1342,3,2,100470,229492,15
1343,4,1,480504,31704,75
1344,1,3,348165,48110,87
1345,8,0,417828,36543,72
1346,1,2,407224,161244,66
1347,3,2,72027,112683,80
1348,7,3,115034,33571,29
1349,6,3,487163,65978,26
1350,3,1,480855,167317,87
1351,7,2,433746,313675,41
1352,5,3,49347,172638,63
1353,7,1,452102,266249,49
1354,3,1,46755,39791,38
1355,4,2,195805,283561,6
1356,3,1,318498,197417,72
1357,6,3,102232,333637,15
1358,3,3,106511,360736,55
1359,4,3,138575,289604,10
1360,8,2,305694,295531,8
1361,7,3,256935,106812,0
1362,1,0,477043,287408,43
1363,6,1,354198,26025,34
1364,1,0,350946,124504,83
1365,9,1,80130,369224,50
1366,2,2,236363,98820,7
1367,0,3,445743,70967,70
1368,1,1,160743,386924,36
1369,2,1,364736,279920,83
1370,4,3,186038,130505,4
1371,5,2,417260,292238,75
1372,6,0,161789,317990,20
1373,4,2,122257,90326,83
1374,4,3,150335,332001,4
1375,7,0,32764,221856,22
1376,0,3,131299,296158,56
1377,8,0,340027,314895,70
1378,2,1,279655,299972,64
1379,5,3,256103,367655,24
1380,3,3,212095,364230,18
1381,1,1,12421,157793,1
1382,5,3,20678,46698,11
1383,9,0,74554,330514,41
1384,7,3,415574,82432,24
1385,3,2,105165,391966,47
1386,7,0,333328,213329,81
1387,6,3,390765,249867,30
1388,0,1,184037,382035,57
1389,4,2,383408,36001,60
1390,7,2,302511,162228,43
1391,5,1,108183,163406,8
1392,8,2,285315,151415,20
1393,6,2,475040,168657,53
1394,1,0,103441,19525,70
1395,0,3,380709,293194,12
1396,8,0,105360,260969,83
1397,4,1,465583,205927,12
1398,1,0,259520,361384,51
1399,3,2,232629,175394,27
1400,9,1,91646,320279,88
1401,5,3,141966,158676,45
1402,8,1,484402,351589,47
1403,7,1,472827,383722,89
1404,5,2,157063,387969,39
1405,3,0,148279,123097,53
1406,9,2,445688,189394,26
1407,4,2,12678,77951,78
1408,3,0,255230,344458,2
1409,3,0,56047,256603,58
1410,7,2,291923,152521,17
1411,3,3,418752,200166,23
1412,2,0,153112,146879,60
1413,1,3,489376,391405,56
1414,9,2,446966,108197,43
1415,0,0,286990,113094,46
1416,4,2,417726,204255,71
1417,3,0,101402,390852,36
1418,9,1,401240,396519,36
1419,8,0,311719,32011,72
1420,8,2,20446,340228,44
1421,4,0,397172,79988,29
1422,4,0,238119,86646,14
1423,5,2,261921,125192,75
1424,3,0,21455,98018,26
1425,5,1,76189,350016,46
1426,7,3,448117,91255,46
1427,4,3,104256,193596,30
1428,7,1,207887,151195,76
1429,7,1,444341,95308,14
1430,2,3,173452,45268,53
1431,5,1,107426,361272,68
1432,0,0,25563,307593,41
1433,4,3,273170,91316,61
1434,6,3,163243,203529,24
1435,4,3,206779,115602,11
1436,2,1,395785,323510,8
1437,1,0,103377,237392,89
1438,1,3,247153,271101,36
1439,8,1,278862,177434,8
1440,1,3,311423,330904,68
1441,6,1,482195,189142,54
1442,8,2,311742,66190,45
1443,2,0,243927,288446,70
1444,6,3,55429,102580,40
1445,0,0,474662,390632,6
1446,5,3,386530,279961,4
1447,1,0,167463,376292,51
1448,9,2,423793,63928,80
1449,0,0,67271,78584,74
1450,4,2,120815,84207,36
1451,5,3,202210,259626,59
1452,1,0,224450,265028,35
1453,3,1,165536,119901,0
1454,2,3,80623,169021,0
1455,0,2,197579,357586,77
1456,0,2,153980,70953,59
1457,2,2,387123,367849,40
1458,1,3,170006,294871,64
1459,1,3,187156,105464,7
1460,9,0,14952,391728,40
1461,4,1,205900,159368,46
1462,4,2,35405,241092,89
1463,6,2,69684,117444,35
1464,4,0,95776,153245,3
1465,2,0,377376,268627,41
1466,9,1,52625,278957,1
1467,5,2,93253,108443,46
1468,2,3,328595,286796,19
1469,7,3,235338,208660,29
1470,5,3,210852,83688,81
1471,6,2,309092,53047,29
1472,2,3,175538,278298,0
1473,6,2,349151,181618,57
1474,8,3,288479,286004,66
1475,7,2,144736,180248,22
1476,1,2,181238,5912,44
1477,9,3,19192,327137,21
1478,9,3,318764,6801,48
1479,1,1,319791,303000,47
1480,6,2,471794,303348,62
1481,9,0,365694,29901,47
1482,3,2,7878,27307,43
1483,8,3,129949,217205,50
1484,5,2,11131,157579,61
1485,8,2,369942,5791,78
1486,2,2,25360,381118,40
1487,5,2,63865,326188,79
1488,5,1,70861,120853,26
1489,7,0,411719,185334,56
1490,6,1,128481,354622,41
1491,2,0,460301,232033,11
1492,0,0,247015,396959,81
1493,1,0,464562,104690,81
1494,9,3,144667,16046,59
1495,1,2,470532,299902,63
1496,0,1,289514,243348,3
1497,3,0,223538,194133,38
1498,5,3,470597,295504,18
1499,3,0,19658,151938,61
1500,3,3,353753,183046,44
1501,8,3,121962,175254,60
1502,1,2,23611,341468,30
1503,0,2,37611,381775,48
1504,6,1,362853,51497,30
1505,4,0,45857,265559,41
1506,4,0,339813,114630,47
1507,1,0,137510,311844,19
1508,5,3,296766,206575,83
1509,4,1,81611,348968,19
1510,4,2,368832,38272,15
1511,5,2,366111,28408,56
1512,1,1,473928,146053,18
1513,4,2,488481,361855,12
1514,0,0,262840,25178,19
1515,7,3,38500,83227,75
1516,0,0,5805,250918,48
1517,6,1,196523,371748,25
1518,5,2,324669,30178,34
1519,7,1,111376,238644,40
1520,4,1,215345,308129,9
1521,5,2,287207,97118,75
1522,3,1,303980,103350,23
1523,9,0,327663,29761,72
1524,9,1,409561,353031,68
1525,0,3,462239,279892,30
1526,6,0,317999,27402,53
1527,1,0,160985,308848,57
1528,0,1,322542,223482,59
1529,0,0,442511,183183,10
1530,0,1,83054,37903,72
1531,1,3,370749,326805,85
1532,0,1,60922,326106,39
1533,3,2,394898,389716,54
1534,9,1,270442,262476,46
1535,9,0,87647,146991,60
1536,6,1,16763,13613,79
1537,9,1,311124,20972,73
1538,2,2,337638,272060,33
1539,8,2,286465,292098,61
1540,1,0,303935,391437,78
1541,1,3,166278,315823,81
1542,6,3,56165,156861,44
1543,8,0,377636,107584,4
1544,5,0,72369,395822,50
1545,0,0,381581,121653,57
1546,5,3,50058,87399,2
1547,3,3,391523,64388,22
1548,4,3,82129,234906,9
1549,3,2,197353,107181,46
1550,2,1,67784,364103,31
1551,1,2,63251,99622,47
1552,1,2,43435,277498,26
1553,9,2,18495,48770,35
1554,3,1,179259,200773,87
1555,2,3,486143,6172,53
1556,5,1,459780,186184,19
1557,9,2,166439,110540,2
1558,2,1,18751,264690,68
1559,2,3,348434,356191,2
1560,3,2,314632,210000,39
1561,4,2,146308,287217,59
1562,8,0,380919,267972,69
1563,4,3,376333,128317,78
1564,0,2,203618,64507,69
1565,8,2,361174,66170,22
1566,1,3,472607,30527,59
1567,3,2,439503,198595,29
1568,9,0,358104,210537,38
1569,5,1,249119,255375,39
1570,8,0,345556,319710,47
1571,1,1,210064,273897,84
1572,8,0,153922,383766,44
1573,8,1,79821,113048,36
1574,0,0,131940,276191,21
1575,5,2,403870,243582,51
1576,5,1,360669,287766,1
1577,8,3,268380,67035,13
1578,5,3,113304,352822,17
1579,1,0,480745,252003,49
1580,7,0,326497,167232,14
1581,0,0,121721,234900,36
1582,4,1,93600,66105,1
1583,9,2,331511,252310,83
1584,2,3,292269,38919,73
1585,5,0,70282,366330,68
1586,4,1,366666,267007,31
1587,9,1,228501,118678,65
1588,3,3,260465,320733,56
1589,2,3,116369,168252,60
1590,0,2,233417,328983,4
1591,7,3,9294,99753,84
1592,4,2,121877,288660,17
1593,7,2,358520,28776,47
1594,8,1,387160,394749,39
1595,7,1,294917,208415,67
1596,5,2,227473,265615,55
1597,9,0,120042,334861,3
1598,7,2,89784,85498,16
1599,4,3,330612,41850,51
1600,8,2,324450,307881,62
1601,5,2,131909,118340,41
1602,1,2,72759,371545,32
1603,6,0,66826,382809,85
1604,0,0,122806,371902,17
1605,9,2,249283,397974,26
1606,0,3,204448,119585,78
1607,7,1,352782,195815,60
1608,4,3,473812,176869,24
1609,9,1,181760,194967,60
1610,8,3,242734,72894,9
1611,5,0,106930,28867,79
1612,0,3,470453,12291,3
1613,5,2,53344,296825,30
1614,0,1,469170,218047,31
1615,4,3,427684,160652,23
1616,2,3,463066,299191,58
1617,9,3,251886,63428,17
1618,9,0,349149,238336,74
1619,8,0,74313,184717,71
1620,0,3,33373,396238,64
1621,5,0,117482,120975,1
1622,2,3,53353,50126,20
1623,8,0,8572,329630,82
1624,1,3,135756,80014,41
1625,6,2,433698,322530,24
1626,8,0,76505,54216,52
1627,2,3,362743,42547,8
1628,2,1,121738,190686,41
1629,2,2,155327,258404,27
1630,0,0,138998,280855,36
1631,8,3,217287,342472,60
1632,8,1,69276,271629,58
1633,5,1,87967,245868,31
1634,8,1,272737,60835,40
1635,8,2,356891,214904,74
1636,0,2,47803,320468,84
1637,2,1,396692,371958,23
1638,2,2,130893,336553,64
1639,0,3,407649,372681,79
1640,5,0,312695,76539,87
1641,3,0,450098,206469,9
1642,7,0,425701,166562,49
1643,5,2,95701,368747,62
1644,3,3,133750,283782,85
1645,4,3,354940,33665,64
1646,1,2,328492,65246,57
1647,9,2,265088,301328,75
1648,0,3,237549,44514,45
1649,6,3,463781,207411,88
1650,9,1,107158,260149,27
1651,2,0,257370,82815,80
1652,2,1,273490,236114,79
1653,5,3,54875,319056,58
1654,2,1,377888,261760,3
1655,6,0,329261,40229,40
1656,6,2,351154,248110,59
1657,4,1,478501,225671,61
1658,0,1,317871,209756,10
1659,8,2,40258,33941,19
1660,1,2,121886,9550,89
1661,3,0,454579,262126,6
1662,9,3,371160,133014,61
1663,9,1,321672,38297,6
1664,1,0,123249,296340,63
1665,0,1,58197,16659,57
1666,0,0,350190,199963,3
1667,0,0,58116,321902,71
1668,6,2,197337,218365,13
1669,8,3,293296,295659,85
1670,0,1,200389,168068,22
1671,9,3,444995,320191,88
1672,5,0,49239,159069,35
1673,4,2,63761,104859,89
1674,2,3,238579,122201,23
1675,1,2,191696,12432,81
1676,1,2,401621,37811,20
1677,1,1,227715,294448,62
1678,6,0,36425,148214,46
1679,3,1,12736,74215,68
1680,6,1,435712,318818,14
1681,9,3,383665,132640,30
1682,0,2,315197,123717,89
1683,9,1,75228,121930,3
1684,3,1,206129,265354,3
1685,8,0,16841,238401,43
1686,6,3,442829,383226,60
1687,9,3,34578,192380,62
1688,5,2,314480,368572,82
1689,6,2,232778,225020,25
1690,1,3,5754,361791,49
1691,0,3,18578,278529,32
1692,9,0,175499,159699,3
1693,8,1,52694,307231,56
1694,1,0,434785,13830,61
1695,1,0,196866,374789,87
1696,2,3,7531,200191,33
1697,2,3,197590,187975,33
1698,2,1,413240,28805,1
1699,3,2,465017,86112,42
1700,0,3,150813,99457,71
1701,0,0,471596,61776,48
1702,3,1,67345,295197,20
1703,0,2,324327,208728,11
1704,3,0,252801,174947,35
1705,1,0,164560,203011,0
1706,6,2,78905,254563,41
1707,5,0,472614,11832,15
1708,1,0,235187,320254,48
1709,1,1,358822,77218,5
1710,0,0,8555,4252,12
1711,3,0,306608,242825,44
1712,1,1,246155,299459,8
1713,4,1,408313,86827,27
1714,3,2,405653,371024,63
1715,0,2,103477,290048,33
1716,4,2,129725,289599,31
1717,4,1,28004,40774,64
1718,4,0,308195,352868,88
1719,1,0,466309,180883,51
1720,3,0,405255,365449,73
1721,4,0,54750,136006,65
1722,5,1,174504,284518,3
1723,6,3,296229,169625,24
1724,9,2,236560,331200,79
1725,2,3,368173,37868,62
1726,2,2,156640,90653,39
1727,9,2,240089,43805,68
1728,1,1,227250,280305,55
1729,8,2,27150,58564,22
1730,0,1,193759,175922,83
1731,2,3,162991,207429,2
1732,2,0,99548,128850,64
1733,7,3,89598,195628,50
1734,5,3,219333,362989,24
1735,2,1,201278,293557,79
1736,0,1,357290,236023,40
1737,2,2,361522,303651,4
1738,3,0,393618,341109,63
1739,0,3,410889,243464,5
1740,2,3,222422,293196,75
1741,3,1,58326,354220,45
1742,6,1,77836,127554,22
1743,3,1,240891,147633,37
1744,0,3,272431,288713,4
1745,8,1,150359,191973,60
1746,5,2,232563,16625,1
1747,8,2,43701,89308,2
1748,6,2,354716,287981,6
1749,3,0,107892,192805,89
1750,0,2,323088,300550,75
1751,6,1,26830,282950,49
1752,8,1,353314,379913,59
1753,5,3,311960,280015,64
1754,0,0,318409,387804,64
1755,8,0,72303,184644,61
1756,6,1,461217,113450,53
1757,0,3,342260,336293,52
1758,3,2,283727,187837,8
1759,4,2,112007,356903,0
1760,1,3,101767,131006,14
1761,2,3,77177,96094,88
1762,1,1,204340,38751,35
1763,3,0,310846,144738,9
1764,6,3,415663,297694,49
1765,4,1,158871,93492,30
1766,6,0,196187,148732,83
1767,0,2,299111,173529,68
1768,2,3,175143,293940,15
1769,1,2,179911,372106,78
1770,0,1,387911,16740,41
1771,4,2,311574,241304,25
1772,2,1,228657,389472,29
1773,7,1,48128,127090,1
1774,4,0,18745,254798,66
1775,4,1,441639,4928,82
1776,6,1,124069,28117,55
1777,7,2,280410,316750,23
1778,0,0,160031,341218,66
1779,4,0,499529,151295,39
1780,8,0,423196,197885,62
1781,8,2,200753,332946,68
1782,6,0,446851,309402,58
1783,3,2,157039,231895,60
1784,1,0,395374,384664,51
1785,4,1,161771,61793,75
1786,3,3,19265,251231,35
1787,0,0,155248,226557,30
1788,6,2,276361,186361,6
1789,2,3,186756,253203,89
1790,5,2,333207,185428,89
1791,4,1,196196,166305,19
1792,3,1,49294,362527,32
1793,2,2,290366,174795,82
1794,8,3,187670,344113,16
1795,4,3,470942,384467,5
1796,9,0,160894,124768,85
1797,6,1,490316,386155,80
1798,3,3,217224,163597,19
1799,0,1,38395,288981,41
1800,1,3,39884,295243,62
1801,9,3,250388,34017,40
1802,4,0,322337,116753,89
1803,7,2,437691,133068,71
1804,7,1,181524,115918,6
1805,7,1,407015,209774,70
1806,8,2,348606,115345,28
1807,1,0,27812,176193,66
1808,3,0,449561,148859,15
1809,9,1,64777,371878,76
1810,5,2,157858,70612,49
1811,5,0,20921,102756,81
1812,4,2,496817,74582,43
1813,1,3,92746,349286,76
1814,7,1,16764,301676,30
1815,0,0,286821,163168,66
1816,0,3,20497,306949,2
1817,0,2,440720,276006,89
1818,8,2,19850,271575,65
1819,4,1,168157,389133,76
1820,1,3,255917,246411,74
1821,0,0,391506,374014,6
1822,3,1,305101,176254,26
1823,1,3,134604,237089,6
1824,2,1,280101,42647,7
1825,1,3,325269,392922,41
1826,7,0,285577,358765,84
1827,2,2,266984,370002,25
1828,1,2,123372,169790,60
1829,5,2,491535,134376,19
1830,6,0,385116,101451,78
1831,8,3,492293,216526,86
1832,9,1,152538,76099,78
1833,3,2,222442,347656,50
1834,4,2,490137,102741,73
1835,5,0,346958,399487,1
1836,2,0,209940,314925,29
1837,2,3,459445,40565,16
1838,2,3,315257,359645,66
1839,4,3,458557,271431,71
1840,5,1,213523,173370,42
1841,8,3,367279,27053,48
1842,8,3,159199,25024,3
1843,4,1,174937,250980,87
1844,7,2,228141,291238,28
1845,6,2,141587,280964,71
1846,3,0,452298,250117,33
1847,0,1,224928,344452,8
1848,2,3,5930,169074,57
1849,9,2,124695,161176,80
1850,4,0,334968,354235,73
1851,9,1,499191,80949,23
1852,2,1,338100,159073,55
1853,3,1,259968,187277,85
1854,8,3,348180,18595,80
1855,8,3,63519,356011,60
1856,8,3,266835,338286,72
1857,8,0,251780,142149,78
1858,0,1,377481,391729,62
1859,8,0,325473,120686,41
1860,1,0,117493,311532,16
1861,7,0,499473,9131,70
1862,8,3,272026,278294,89
1863,7,1,332670,116747,65
1864,8,2,146525,353370,47
1865,4,3,405151,173545,69
1866,9,3,479585,94779,32
1867,6,2,92228,9502,37
1868,2,0,44044,355045,0
1869,3,0,363479,96457,54
1870,3,3,320492,102563,54
1871,9,3,308009,272117,9
1872,3,3,92397,388560,54
1873,7,2,289635,303319,23
1874,1,3,249799,49885,71
1875,1,3,342419,104816,27
1876,4,1,181762,79197,50
1877,5,2,76020,83594,45
1878,3,2,172020,300243,71
1879,6,1,414786,33612,28
1880,9,0,450844,395701,18
1881,3,2,43239,52268,78
1882,7,3,188256,257972,4
1883,1,3,281685,202978,48
1884,9,0,229114,82584,54
1885,3,1,37814,172337,45
1886,6,1,89788,332247,14
1887,4,1,314346,67556,71
1888,9,3,484048,341541,38
1889,1,1,150912,76670,21
1890,2,1,401253,269636,61
1891,3,3,270449,7159,68
1892,4,0,395876,172050,73
1893,6,3,427310,272309,30
1894,2,1,380710,204435,36
1895,8,0,448981,101232,22
1896,9,1,345944,349998,87
1897,2,3,44128,308149,3
1898,4,3,224309,379555,42
1899,4,0,425280,44401,37
1900,6,1,64497,290406,14
1901,5,1,473644,303386,10
1902,2,0,331042,96238,24
1903,0,2,340825,388093,25
1904,5,3,145700,222719,38
1905,5,3,431096,157029,55
1906,3,1,238617,175439,50
1907,1,3,384523,344337,32
1908,8,0,446427,309373,19
1909,5,3,385416,266206,51
1910,0,0,66420,175242,33
1911,7,3,344708,7125,44
1912,9,2,277919,143451,75
1913,6,1,285873,288926,3
1914,5,2,150595,56029,12
1915,0,0,474102,71786,58
1916,9,1,70047,138065,66
1917,4,3,234431,168878,52
1918,3,3,5580,353530,16
1919,6,2,345497,251281,70
1920,1,1,148075,244196,44
1921,0,3,83272,308117,46
1922,6,0,307473,168239,77
1923,7,2,15128,351934,25
1924,4,3,70019,204667,30
1925,7,0,29121,4872,30
