id,bureau_score,num_of_accounts,num_of_open_accounts,total_debt,delinquent_accounts
1066,303,1,7,92514,2
1067,583,9,2,114152,1
1068,658,4,7,4794,3
1069,581,7,2,125168,3
1070,648,6,5,124777,3
1071,329,9,1,27980,4
1072,816,2,5,65752,0
1073,673,11,5,6229,1
1074,423,2,2,135027,0
1075,745,7,4,95134,3
1076,693,9,3,181185,0
1077,355,5,5,3953,4
1078,431,7,6,149544,2
1079,421,11,4,13010,0
1080,501,8,6,138310,0
1081,564,8,5,144818,0
1082,857,4,4,47788,3
1083,339,10,1,189194,0
1084,878,7,6,198002,1
1085,412,1,3,10765,4
1086,638,4,2,127833,1
1087,361,5,1,149518,1
1088,526,10,5,126076,3
1089,473,7,5,33419,0
1090,433,6,3,31427,4
1091,584,4,7,54703,4
1092,407,3,7,186898,4
1093,442,11,6,145621,0
1094,868,6,6,7548,4
1095,593,10,3,164135,4
1096,576,5,3,109138,2
1097,791,3,5,186119,2
1098,862,4,5,73483,4
1099,770,2,2,123472,1
1100,575,9,3,172076,0
1101,533,7,4,38996,1
1102,541,10,7,13467,1
1103,557,3,2,162923,0
1104,331,8,4,33737,0
1105,666,8,7,93146,3
1106,647,11,1,100782,3
1107,431,1,3,92123,3
1108,667,5,2,108927,4
1109,564,5,6,113276,4
1110,514,3,7,91568,4
1111,514,2,2,153466,3
1112,581,1,1,176096,0
1113,829,4,1,21435,4
1114,301,11,1,20960,0
1115,812,10,7,156551,3
1116,763,2,2,56805,0
1117,746,5,5,98569,4
1118,662,11,4,183516,0
1119,515,10,6,155661,3
1120,463,2,6,100442,4
1121,886,1,4,118233,4
1122,837,10,6,10552,3
1123,810,10,1,81330,1
1124,520,10,6,156703,2
1125,854,10,5,110687,3
1126,582,9,5,46105,0
1127,370,2,1,78164,1
1128,673,10,3,32092,3
1129,558,4,2,76687,2
1130,744,3,7,162129,4
1131,500,1,3,109625,2
1132,679,8,7,39959,2
1133,892,2,7,6765,3
1134,714,11,5,156885,4
1135,364,8,1,167879,4
1136,677,1,2,180581,2
1137,401,6,4,58732,3
1138,341,4,6,160054,4
1139,495,3,5,86903,4
1140,659,1,2,66391,0
1141,398,10,2,82552,2
1142,687,11,3,50338,1
1143,364,1,4,49247,2
1144,596,11,3,159391,3
1145,726,7,3,69964,4
1146,522,6,3,159058,4
1147,448,3,3,107062,0
1148,808,2,5,159882,4
1149,741,10,4,162799,4
1150,713,3,3,102692,1
1151,415,8,7,197451,2
1152,752,11,5,97282,4
1153,619,7,7,151390,3
1154,750,7,6,63422,1
1155,378,5,5,152827,1
1156,656,10,2,79648,0
1157,418,3,2,49069,3
1158,885,1,1,49599,1
1159,820,1,5,7859,2
1160,578,6,7,185193,3
1161,865,4,1,29570,2
1162,344,7,5,30148,0
1163,524,10,3,134823,0
1164,827,10,3,138575,4
1165,540,10,1,154116,2
1166,781,1,3,72779,2
1167,394,6,3,106104,0
1168,664,7,7,181553,2
1169,484,1,2,178216,3
1170,435,2,3,183393,4
1171,324,9,2,102310,4
1172,617,9,4,97116,3
1173,632,6,5,23224,1
1174,861,11,2,73681,2
1175,399,4,6,118211,1
1176,669,7,6,126669,1
1177,892,5,2,54374,2
1178,311,3,2,20299,0
1179,376,4,6,145569,2
1180,886,2,5,92884,0
1181,647,6,5,60482,3
1182,742,3,5,55826,0
1183,387,7,6,89109,1
1184,764,4,3,183296,1
1185,793,8,2,129865,1
1186,521,11,5,131754,0
1187,814,1,4,126276,1
1188,417,9,6,80458,4
1189,435,3,5,65490,2
1190,486,3,7,77543,1
1191,841,5,7,1872,0
1192,878,10,1,82330,1
1193,610,1,1,155953,0
1194,678,3,2,23388,2
1195,711,4,2,56589,0
1196,720,2,2,177373,2
1197,516,6,7,123021,1
1198,370,10,7,37800,4
1199,409,4,3,81223,1
1200,584,1,6,73702,2
1201,868,3,1,9885,3
1202,597,7,1,90362,3
1203,798,3,2,14026,3
1204,860,6,6,54189,1
1205,829,11,1,24585,0
1206,497,6,1,14006,4
1207,806,1,3,29532,4
1208,788,2,4,7642,1
1209,326,10,2,145628,2
1210,417,11,4,43237,1
1211,353,11,4,38996,3
1212,803,6,3,141211,2
1213,451,2,7,120268,4
1214,778,2,1,178180,1
1215,461,4,2,66933,0
1216,515,8,5,115909,0
1217,719,6,7,48374,4
1218,647,8,4,166617,2
1219,639,4,6,32117,3
1220,853,11,4,54106,0
1221,651,3,3,192938,0
1222,885,7,4,23112,1
1223,674,7,4,32100,4
1224,836,2,4,131423,0
1225,602,1,3,18158,1
1226,541,11,1,99643,2
1227,677,8,6,67832,0
1228,688,3,4,66823,4
1229,586,6,2,116580,1
1230,458,7,6,119967,2
1231,653,8,4,52005,1
1232,754,6,4,165409,3
1233,540,7,2,22102,4
1234,511,5,3,64673,4
1235,662,3,5,26218,0
1236,897,2,2,53824,1
1237,432,7,7,179655,2
1238,808,8,5,122679,0
1239,576,8,1,171613,4
1240,564,3,1,127208,1
1241,659,2,4,19935,2
1242,435,9,6,83029,4
1243,727,6,4,198339,2
1244,328,10,3,46269,1
1245,894,3,5,88613,2
1246,629,5,1,140831,0
1247,333,1,1,104860,0
1248,803,2,4,155560,1
1249,403,9,4,192287,4
1250,793,10,3,10549,3
1251,670,11,4,161590,3
1252,687,10,7,198679,3
1253,536,3,6,58125,4
1254,389,8,4,104375,0
1255,632,10,6,188594,0
1256,676,8,7,167086,0
1257,539,5,6,175587,1
1258,481,8,3,109872,0
1259,556,2,4,88932,0
1260,488,2,6,42083,0
1261,714,4,6,187567,3
1262,554,8,7,66610,2
1263,344,2,4,134060,0
1264,897,4,4,107652,2
1265,500,8,5,194669,0
1266,658,3,1,163103,3
1267,642,8,2,106591,3
1268,511,2,1,69619,2
1269,597,1,5,86738,3
1270,454,6,2,49934,1
1271,496,8,1,45939,4
1272,781,9,3,145928,4
1273,678,10,7,180967,0
1274,666,8,5,189498,3
1275,836,2,3,177820,4
1276,370,1,3,178379,2
1277,327,7,1,36833,2
1278,692,7,7,8954,2
1279,822,3,6,167073,0
1280,648,6,2,49338,4
1281,417,7,6,174816,4
1282,679,9,4,37936,4
1283,507,1,4,86932,2
1284,722,3,5,57338,2
1285,392,5,3,7308,0
1286,440,3,5,167154,1
1287,654,8,1,153703,4
1288,822,10,7,185216,0
1289,368,6,7,134986,2
1290,881,2,3,111020,1
1291,423,1,4,43301,3
1292,718,10,1,86854,1
1293,822,5,1,69237,0
1294,640,11,6,181257,1
1295,604,9,5,101449,2
1296,456,10,7,194745,1
1297,387,9,5,56611,2
1298,527,1,6,74023,1
1299,664,3,7,125159,0
1300,565,6,2,55825,3
1301,383,5,4,50556,4
1302,511,4,4,169551,1
1303,517,2,5,35692,3
1304,450,4,4,125737,1
1305,439,5,4,90541,3
1306,354,2,1,116569,2
1307,440,10,6,63652,3
1308,373,1,6,72559,4
1309,434,7,3,125819,3
1310,325,7,3,82283,4
1311,787,8,2,114806,4
1312,734,10,3,84165,3
1313,880,6,6,75167,4
1314,361,1,4,161275,4
1315,499,8,6,178431,2
1316,789,2,1,175856,0
1317,792,3,6,186591,2
1318,767,8,3,190694,0
1319,415,4,4,172532,0
1320,670,5,6,85868,2
1321,531,9,4,74663,4
1322,747,11,5,19989,2
1323,513,7,7,89397,4
1324,507,10,6,84014,2
1325,401,7,5,112557,2
1326,309,1,3,162850,1
1327,772,1,5,137173,3
1328,422,8,4,133146,2
1329,303,10,4,17399,3
1330,766,1,5,35295,4
1331,558,10,7,123930,1
1332,586,2,1,99015,1
1333,330,4,5,69735,0
1334,820,9,1,77969,3
1335,423,7,7,64242,1
1336,429,7,5,41568,4
1337,815,10,4,110532,0
1338,779,7,6,80027,1
1339,841,5,4,101296,4
1340,376,1,5,118641,3
1341,482,5,2,51083,4
1342,665,8,1,154900,4
1343,591,7,2,13805,4
1344,688,7,4,85058,2
1345,456,2,7,136361,1
1346,399,1,1,53552,4
1347,409,4,6,92199,0
1348,569,8,7,145677,2
1349,437,1,5,111532,4
1350,363,2,1,140489,4
1351,806,7,1,11573,1
1352,649,5,7,78769,2
1353,446,6,3,28710,4
1354,634,8,6,133974,4
1355,831,9,1,111150,3
1356,853,8,6,135675,0
1357,706,1,4,88372,0
1358,643,11,6,74972,1
1359,820,4,2,109607,2
1360,890,5,2,133832,4
1361,435,9,6,96497,2
1362,338,6,5,105609,1
1363,619,6,3,28692,3
1364,586,3,2,123686,1
1365,762,2,7,146164,0
1366,651,2,2,107520,3
1367,304,7,1,113510,4
1368,535,5,6,87315,1
1369,535,10,4,71880,2
1370,800,1,6,140337,2
1371,404,5,6,47195,0
1372,506,11,4,15916,0
1373,538,1,5,172721,0
1374,351,9,4,144334,0
1375,407,8,2,189206,4
1376,656,4,1,176194,3
1377,332,11,4,14873,0
1378,321,1,3,48011,1
1379,606,11,3,5187,4
1380,310,8,3,77522,3
1381,741,5,4,100714,4
1382,861,1,1,127366,2
1383,497,2,4,163619,4
1384,828,5,2,37380,4
1385,343,9,4,24723,2
1386,484,10,7,103771,2
1387,688,8,7,129497,2
1388,850,11,6,104659,4
1389,806,10,3,14460,2
1390,741,8,3,98055,0
1391,795,9,6,21379,1
1392,804,2,1,188092,1
1393,436,7,5,45718,2
1394,578,10,3,140874,3
1395,463,5,3,139717,4
1396,842,3,5,169055,1
1397,322,10,4,133910,0
1398,806,8,3,170488,3
1399,809,2,1,73220,3
1400,869,4,7,158743,0
1401,899,5,4,63849,4
1402,743,5,4,57447,4
1403,441,4,3,184797,2
1404,580,3,4,41382,0
1405,506,3,4,88619,0
1406,601,5,1,41953,0
1407,696,10,4,24536,2
1408,617,6,6,7182,1
1409,347,1,3,198080,4
1410,689,11,3,157804,2
1411,678,4,6,103723,2
1412,516,10,7,107547,2
1413,550,10,6,106395,0
1414,733,6,6,17284,2
1415,884,2,5,11375,1
1416,583,10,2,59771,3
1417,782,5,5,49709,2
1418,566,11,1,197131,1
1419,898,9,1,158471,0
1420,545,3,7,187884,3
1421,457,3,3,152911,4
1422,656,9,2,187003,4
1423,847,3,5,24788,0
1424,535,4,7,115755,0
1425,759,9,7,144078,4
1426,399,4,2,141437,0
1427,418,5,3,54728,4
1428,653,2,7,194950,0
1429,387,8,7,7056,4
1430,335,9,4,177348,1
1431,613,10,3,124140,0
1432,839,4,7,60657,4
1433,850,3,3,149132,0
1434,621,4,2,8223,4
1435,726,7,1,32573,4
1436,816,1,4,105855,3
1437,308,11,4,97724,0
1438,658,11,7,21323,1
1439,777,2,1,130785,2
1440,356,10,2,89577,2
1441,582,5,2,75920,0
1442,744,9,1,44582,4
1443,760,6,5,67201,4
1444,789,3,2,162629,1
1445,658,3,7,10793,0
1446,893,7,1,8452,2
1447,896,3,5,56749,1
1448,364,10,3,197795,0
1449,728,3,4,59048,0
1450,756,10,1,28943,0
1451,435,7,7,172530,3
1452,347,9,2,194203,1
1453,493,9,4,61797,0
1454,416,3,5,158014,1
1455,463,8,7,28225,2
1456,778,1,4,41158,0
1457,586,8,7,122288,4
1458,835,11,6,90535,0
1459,793,2,1,194249,0
1460,704,4,3,179530,1
1461,395,7,5,17739,1
1462,796,6,7,52074,3
1463,553,9,5,136399,0
1464,713,8,5,4338,2
1465,883,2,4,132867,1
1466,670,4,3,83109,3
1467,875,1,7,78871,4
1468,542,7,1,57603,4
1469,672,4,1,173845,3
1470,338,8,4,80807,4
1471,652,2,6,49129,0
1472,725,8,7,76978,1
1473,376,2,1,125559,2
1474,809,11,1,166898,4
1475,816,8,3,128234,0
1476,439,1,4,105374,1
1477,551,2,4,120081,0
1478,616,5,5,114308,0
1479,719,1,1,157868,1
1480,374,5,2,174659,4
1481,328,5,6,63878,4
1482,340,7,3,167220,0
1483,840,2,3,162944,3
1484,791,2,7,158047,4
1485,399,6,6,169891,0
1486,619,11,6,76891,2
1487,869,10,2,151165,2
1488,822,3,5,116240,3
1489,488,8,2,161436,0
1490,749,3,6,27662,2
1491,393,10,7,144158,4
1492,480,4,6,176005,0
1493,620,7,2,196910,3
1494,582,1,5,40640,3
1495,690,1,2,182377,4
1496,620,9,7,171759,2
1497,869,6,5,33369,2
1498,324,5,6,70694,3
1499,559,2,6,100258,1
1500,796,2,6,80968,3
1501,512,7,1,80259,3
1502,414,6,5,110073,0
1503,751,8,6,154021,4
1504,789,3,4,40636,0
1505,827,3,7,178760,3
1506,684,5,4,181160,0
1507,717,10,2,197843,2
1508,518,4,4,164707,3
1509,856,8,5,94863,2
1510,362,6,1,45603,2
1511,649,8,5,116796,4
1512,689,7,3,19180,2
1513,676,2,2,71821,0
1514,365,9,6,172235,0
1515,418,11,1,174422,1
1516,307,6,2,170369,4
1517,326,11,3,19595,1
1518,589,11,4,63693,2
1519,327,6,3,101945,3
1520,458,2,4,20612,0
1521,444,9,2,65505,3
1522,766,1,2,165766,1
1523,407,6,6,137894,1
1524,738,8,6,151377,0
1525,502,2,2,176477,1
1526,600,3,6,112857,3
1527,737,10,5,99013,1
1528,310,10,1,193454,3
1529,402,7,5,24719,2
1530,785,11,7,58464,4
1531,409,1,7,182189,0
1532,392,5,3,135791,1
1533,840,11,7,86833,0
1534,806,6,1,79462,1
1535,476,10,2,62168,2
1536,738,7,2,98786,3
1537,810,10,2,177501,0
1538,408,10,4,184403,2
1539,371,7,3,168210,2
1540,788,3,5,127384,4
1541,580,7,6,162903,2
1542,513,1,3,49533,4
1543,756,11,7,193457,2
1544,886,4,4,97755,3
1545,717,7,4,89738,2
1546,809,7,3,142187,3
1547,622,4,4,22522,1
1548,477,1,6,193232,2
1549,403,8,1,10968,2
1550,418,4,2,54808,1
1551,881,2,5,119265,4
1552,356,4,4,23681,3
1553,708,8,5,20251,1
1554,877,8,2,37317,1
1555,357,5,6,56679,0
1556,416,2,3,169616,1
1557,724,7,7,192685,4
1558,320,3,6,181402,4
1559,378,6,2,157262,4
1560,858,9,5,68290,3
1561,895,5,1,123383,3
1562,407,9,3,140310,2
1563,570,4,4,140087,1
1564,775,9,1,176715,4
1565,369,1,2,187550,1
1566,686,4,5,73033,2
1567,465,11,5,156863,2
1568,357,1,5,53091,4
1569,750,9,2,14734,1
1570,544,8,3,55917,2
1571,344,8,4,53028,0
1572,682,7,1,180208,3
1573,877,9,2,26812,1
1574,370,11,5,32882,4
1575,847,11,4,34775,2
1576,538,3,5,136901,2
1577,879,7,2,171304,2
1578,407,6,5,27714,3
1579,507,5,2,95522,1
1580,601,9,7,166999,2
1581,729,4,5,189789,3
1582,647,3,2,17362,0
1583,406,11,5,35054,1
1584,827,3,4,91479,4
1585,705,2,4,128804,1
1586,555,1,5,5920,2
1587,600,3,5,146964,4
1588,444,8,2,102420,1
1589,823,6,2,149750,4
1590,861,2,2,168816,1
1591,659,8,3,179861,0
1592,823,5,5,89310,0
1593,783,4,6,197781,0
1594,489,1,5,13323,1
1595,595,1,5,62741,4
1596,392,4,5,4834,0
1597,429,9,2,134501,3
1598,783,10,7,80725,3
1599,708,10,7,187791,0
1600,640,6,7,178830,0
1601,513,1,7,59036,2
1602,629,8,2,28605,3
1603,474,9,3,114054,3
1604,743,2,7,62758,0
1605,500,6,2,124637,2
1606,397,7,6,86544,4
1607,402,11,5,6553,2
1608,852,1,5,76834,2
1609,450,11,7,144536,3
1610,567,5,1,100869,0
1611,651,11,2,118804,0
1612,766,11,1,9500,0
1613,577,5,5,25729,2
1614,867,3,2,157614,2
1615,315,2,7,97239,1
1616,755,1,5,133235,4
1617,478,6,1,52968,1
1618,433,7,7,58728,4
1619,557,2,1,111215,1
1620,361,2,4,52947,1
1621,781,5,7,95831,1
1622,776,5,4,100360,1
1623,341,3,2,43691,2
1624,672,3,2,12634,4
1625,672,1,7,16719,1
1626,598,3,2,10861,1
1627,351,9,2,127907,0
1628,678,2,2,135846,2
1629,611,1,2,2459,3
1630,878,9,6,195382,0
1631,358,5,2,107437,3
1632,603,8,1,1005,1
1633,334,11,1,129804,4
1634,887,4,1,73474,3
1635,792,8,6,9109,3
1636,790,5,5,4829,3
1637,520,6,7,15148,4
1638,896,6,7,186574,0
1639,422,6,3,170360,2
1640,401,2,5,155326,4
1641,814,10,2,190032,0
1642,612,10,3,10077,1
1643,805,9,1,101374,0
1644,793,7,1,171790,3
1645,498,3,4,99464,0
1646,812,2,2,43177,0
1647,629,4,2,17551,1
1648,626,8,4,103216,1
1649,309,9,5,118290,0
1650,426,10,4,5439,4
1651,530,2,6,87027,1
1652,314,6,2,76281,3
1653,786,8,6,116137,4
1654,741,3,6,169509,0
1655,857,11,6,185251,3
1656,573,9,1,155190,3
1657,302,4,4,85457,4
1658,625,5,3,80014,0
1659,552,7,1,62904,3
1660,833,11,5,85877,1
1661,354,11,1,80582,1
1662,747,5,5,3664,4
1663,596,4,1,166629,1
1664,672,4,2,54254,2
1665,768,5,7,135306,0
1666,435,3,6,47274,3
1667,545,9,7,181542,3
1668,369,2,5,19561,4
1669,780,7,5,130242,4
1670,829,4,4,175585,3
1671,789,8,1,129830,1
1672,802,7,5,95451,4
1673,416,8,5,109981,2
1674,556,4,1,13594,4
1675,727,11,1,31504,1
1676,414,2,3,132972,0
1677,793,7,4,125500,2
1678,361,9,5,172262,4
1679,796,6,1,34516,0
1680,379,7,5,187368,0
1681,784,6,3,55024,3
1682,321,2,3,196522,1
1683,894,9,5,106835,3
1684,623,5,4,162913,1
1685,816,3,2,34795,0
1686,560,4,7,176164,4
1687,428,4,5,126721,1
1688,583,9,3,100444,1
1689,346,11,4,115347,0
1690,487,5,6,180021,2
1691,318,2,1,107733,0
1692,898,6,7,96369,0
1693,307,7,6,22209,1
1694,336,8,4,5553,0
1695,897,5,4,110028,3
1696,371,8,7,31714,0
1697,680,8,7,147513,4
1698,565,4,5,51906,0
1699,366,7,4,24376,0
1700,363,9,1,35378,4
1701,329,10,7,103743,2
1702,856,4,6,14650,2
1703,315,9,5,130259,2
1704,577,4,3,59831,3
1705,576,1,7,5758,4
1706,520,4,1,122207,3
1707,492,2,5,94306,3
1708,323,6,7,147379,3
1709,440,8,5,99549,4
1710,325,6,7,141541,1
1711,397,9,2,142592,1
1712,575,6,1,180852,2
1713,872,11,4,199164,3
1714,542,7,1,182781,2
1715,732,5,7,161958,3
1716,308,8,1,118020,2
1717,571,2,2,75032,0
1718,331,2,7,110418,4
1719,778,11,4,124286,3
1720,427,8,6,50146,3
1721,316,6,2,62771,3
1722,852,2,2,126232,4
1723,772,6,2,27613,0
1724,600,11,7,102270,1
1725,341,8,1,146156,4
1726,351,6,6,142980,0
1727,487,9,2,28396,2
1728,450,6,3,46606,3
1729,543,3,4,70538,3
1730,790,9,6,2360,1
1731,426,10,4,116127,2
1732,708,5,6,136425,0
1733,643,6,2,83702,2
1734,890,4,6,167450,2
1735,397,3,1,76542,1
1736,367,10,6,197841,0
1737,327,5,7,27649,1
1738,328,3,5,122354,0
1739,511,2,7,77159,4
1740,779,6,5,147967,4
1741,371,8,1,152944,3
1742,790,3,2,58805,1
1743,409,6,2,117439,4
1744,412,11,3,34606,2
1745,696,9,5,118897,2
1746,531,1,5,69320,4
1747,342,3,4,66376,1
1748,564,2,2,193621,3
1749,345,8,1,88514,2
1750,869,9,2,133423,3
1751,524,10,2,66741,2
1752,400,6,3,182318,0
1753,580,3,6,128185,4
1754,537,10,6,148640,1
1755,545,8,1,89665,2
1756,398,10,3,73438,4
1757,499,7,3,39270,3
1758,555,2,3,63330,1
1759,736,11,6,114546,1
1760,793,7,3,55930,4
1761,735,1,2,194489,4
1762,323,8,6,189117,4
1763,662,5,6,148032,0
1764,569,9,4,176989,0
1765,527,11,2,151195,1
1766,427,3,3,130323,4
1767,842,7,3,4336,0
1768,357,8,4,167961,1
1769,624,1,5,57037,2
1770,405,6,7,41310,4
1771,736,11,1,27684,0
1772,384,2,3,147450,1
1773,301,8,7,134427,4
1774,736,6,3,64286,1
1775,750,11,2,189952,2
1776,864,11,3,155830,1
1777,740,3,3,185394,1
1778,521,4,1,190857,2
1779,324,7,7,102703,3
1780,334,9,2,7737,4
1781,642,11,7,115313,2
1782,665,10,5,198216,2
1783,635,2,3,100324,4
1784,732,9,3,177912,1
1785,756,6,5,1240,0
1786,778,2,4,134124,4
1787,697,8,7,6334,2
1788,642,4,5,100906,1
1789,579,11,5,196046,3
1790,651,8,2,152945,1
1791,496,11,6,59758,0
1792,524,7,5,116056,1
1793,346,7,2,84996,0
1794,484,11,6,80664,3
1795,461,7,5,92558,3
1796,594,2,7,106413,1
1797,391,8,3,58352,4
1798,886,2,3,32943,4
1799,467,3,6,103733,4
1800,557,10,4,186269,3
1801,856,7,6,142541,0
1802,608,7,7,124272,2
1803,428,7,5,84771,1
1804,849,4,1,55579,0
1805,868,5,5,148320,2
1806,460,7,6,33074,3
1807,475,8,7,42738,2
1808,587,3,1,168271,3
1809,704,6,7,125578,3
1810,879,9,7,115467,0
1811,639,10,6,28830,4
1812,567,11,5,5482,4
1813,517,5,2,138324,0
1814,463,4,3,89402,1
1815,690,9,7,135343,3
1816,716,4,7,159900,1
1817,347,3,1,193027,3
1818,493,7,1,142876,3
1819,383,5,5,162527,4
1820,346,1,3,174877,4
1821,533,8,7,4508,3
1822,598,11,4,40744,4
1823,446,1,1,21276,4
1824,495,9,3,167951,2
1825,321,1,3,21701,2
1826,493,4,7,115341,3
1827,685,10,1,52018,4
1828,663,4,2,92164,2
1829,573,11,6,53924,1
1830,683,9,2,28618,3
1831,507,1,5,114628,3
1832,574,10,7,130508,1
1833,795,9,6,193641,3
1834,838,4,6,134167,4
1835,826,7,5,45800,2
1836,458,9,3,75554,0
1837,759,11,7,192903,2
1838,693,7,1,38463,1
1839,738,2,2,165609,0
1840,678,6,3,24098,4
1841,463,6,7,160618,4
1842,629,3,2,75800,2
1843,869,4,1,118463,3
1844,446,6,2,180275,3
1845,409,11,4,49673,1
1846,693,6,7,137439,3
1847,860,1,5,31525,4
1848,481,10,6,56585,0
1849,872,8,2,22014,2
1850,742,9,1,90618,2
1851,429,2,7,137574,2
1852,702,4,1,112711,3
1853,804,11,4,27874,0
1854,321,6,1,146648,3
1855,316,2,4,53123,3
1856,581,11,3,29505,4
1857,526,7,2,103704,4
1858,719,6,1,179732,3
1859,672,8,5,80435,1
1860,600,7,2,150098,1
1861,585,10,7,149473,1
1862,415,1,4,112582,3
1863,448,10,2,64035,0
1864,703,10,2,54194,1
1865,389,5,1,125343,4
1866,418,6,5,117199,2
1867,392,7,3,72153,2
1868,746,4,5,78201,3
1869,611,9,6,33412,2
1870,617,1,4,114646,3
1871,420,3,6,5471,2
1872,616,10,7,179086,0
1873,437,2,5,117409,0
1874,583,2,5,181910,0
1875,819,1,4,115206,0
1876,804,3,7,152922,1
1877,690,10,7,152706,4
1878,304,5,5,15877,0
1879,666,6,3,79505,1
1880,791,8,2,81970,3
1881,765,4,3,102581,2
1882,534,1,6,13131,2
1883,661,9,2,143208,1
1884,821,3,2,86419,2
1885,541,8,5,12110,0
1886,741,4,2,133516,2
1887,487,11,4,81544,0
1888,703,3,3,117217,0
1889,726,3,2,127119,2
1890,712,4,5,99316,1
1891,813,4,5,159576,3
1892,453,7,5,32713,1
1893,502,2,1,31373,4
1894,516,8,3,153732,4
1895,781,11,5,49308,0
1896,614,2,7,21771,0
1897,300,1,4,145999,1
1898,802,8,5,81494,1
1899,577,4,1,153324,0
1900,493,6,3,191099,3
1901,547,1,2,55748,3
1902,387,3,3,32559,4
1903,733,7,2,63896,3
1904,719,7,7,196752,2
1905,552,11,2,159097,0
1906,728,8,5,54405,1
1907,463,2,6,128373,0
1908,794,7,4,72735,2
1909,461,4,4,18480,3
1910,806,6,6,18353,0
1911,564,4,5,188127,2
1912,409,9,1,183744,3
1913,618,1,2,62018,4
1914,431,1,6,197801,4
1915,432,5,4,129706,4
1916,693,5,3,90471,2
1917,851,11,1,145119,2
1918,334,8,5,149250,1
1919,870,7,1,17082,1
1920,671,11,7,195825,4
1921,330,3,7,113254,0
1922,473,8,4,38958,3
1923,689,4,6,173122,1
1924,405,3,7,45637,3
1925,574,2,7,96847,0
1926,395,9,7,48548,4
1927,329,7,5,8364,3
1928,460,5,4,163999,4
1929,605,9,2,185396,3
1930,495,3,7,78247,0
1931,637,6,7,84240,1
1932,437,8,7,37227,2
1933,746,9,1,134441,4
1934,609,4,6,19852,1
1935,478,1,2,44553,3
1936,636,8,3,92769,1
1937,533,10,2,143641,2
1938,548,3,1,21421,4
1939,431,6,3,148801,4
1940,548,4,4,163506,1
1941,754,6,6,94993,0
1942,798,3,3,51816,3
1943,362,7,1,54025,1
1944,691,2,7,116337,0
1945,556,5,5,39148,4
1946,547,3,3,41619,3
1947,563,5,4,28282,4
1948,766,3,3,166752,2
1949,660,9,6,97673,0
1950,692,8,2,106500,2
1951,478,2,5,78413,2
1952,805,8,1,63926,2
1953,798,8,5,156506,0
1954,591,10,2,63205,3
1955,887,3,7,60153,4
1956,398,10,5,140130,3
1957,480,5,7,39448,3
1958,702,2,7,151716,3
1959,673,10,2,68648,4
1960,552,6,6,42635,4
1961,421,2,3,64711,0
1962,741,4,1,165315,1
1963,544,3,2,1325,4
1964,790,1,7,188910,4
1965,345,8,2,115236,1
1966,751,8,3,86183,4
1967,595,1,2,41807,3
1968,440,6,1,82353,4
1969,820,1,4,21637,0
1970,365,9,5,186259,4
1971,782,1,6,107439,1
1972,608,3,6,65843,3
1973,759,9,2,197889,1
1974,892,1,5,34424,4
1975,697,2,6,3210,4
1976,768,4,5,94357,0
1977,691,7,6,163923,3
1978,396,8,4,75628,4
1979,489,1,2,41236,0
1980,494,1,7,46386,0
1981,633,5,1,131105,1
1982,382,8,2,168773,3
1983,550,1,5,57507,2
1984,369,3,3,60831,0
1985,591,6,4,183759,2
1986,639,1,1,124923,1
1987,684,3,1,194747,0
1988,757,1,5,44543,3
1989,440,4,1,111170,2
1990,439,9,5,65450,3
1991,374,5,1,196287,2
1992,399,3,1,96795,1
1993,474,10,6,50801,0
1994,622,7,6,22144,0
1995,776,6,5,86211,1
1996,309,11,4,122809,4
1997,345,9,1,61265,2
1998,815,4,2,184245,2
1999,612,4,3,68584,4
2000,537,9,6,98747,1
2001,330,2,7,62422,3
2002,809,10,5,28672,3
2003,429,2,1,71859,1
2004,684,9,6,175959,3
2005,892,7,4,133966,1
2006,324,5,6,132053,2
2007,560,5,2,137392,2
2008,859,9,5,168816,4
2009,697,10,2,145297,1
2010,863,5,6,114512,3
2011,629,9,3,29125,1
2012,448,8,4,119063,0
2013,708,6,5,127902,4
2014,878,5,5,138959,0
2015,418,5,1,123587,4
2016,733,5,2,64448,4
2017,527,1,5,9145,4
2018,539,11,2,94719,0
2019,531,5,3,21561,4
2020,589,3,1,165442,1
2021,453,6,7,86675,1
2022,458,9,3,179103,0
2023,862,3,1,122378,2
2024,775,1,1,164361,2
2025,847,8,2,152525,0
2026,312,9,7,180461,4
2027,806,10,7,89240,4
2028,517,4,6,48759,4
2029,521,10,1,39102,0
2030,587,5,3,75715,4
2031,823,3,6,109811,1
2032,786,8,3,152690,4
2033,623,3,7,36886,0
2034,475,4,6,2083,4
2035,340,10,3,126488,1
2036,624,7,2,182308,0
2037,566,2,2,182973,2
2038,692,1,4,184390,0
2039,412,4,7,59999,3
2040,583,8,7,196290,2
2041,502,1,5,107535,2
2042,443,10,4,112961,0
2043,542,3,4,166190,3
2044,334,4,1,150450,2
2045,352,4,7,122268,4
2046,802,3,1,146212,3
2047,655,3,4,93565,3
2048,449,7,5,83663,0
2049,736,8,4,37050,0
2050,749,10,2,54285,0
2051,824,4,3,138683,3
2052,566,11,4,44324,1
2053,385,11,1,59450,0
2054,608,8,5,53579,1
2055,564,8,1,124509,2
2056,791,6,7,62978,4
2057,882,1,2,168825,4
2058,316,7,7,23140,1
2059,488,7,6,40209,3
2060,821,5,1,140048,4
2061,465,6,7,152609,1
2062,850,9,6,164111,0
